,pointid,REF_ID,time,bsi
422,Km_10015,757484619,2022-07-11,-0.2294427986291493
423,Km_10015,757484619,2022-07-21,-0.22708655972016825
424,Km_10015,757484619,2022-07-31,-0.21160691333834264
425,Km_10015,757484619,2022-08-10,-0.1828827740295768
426,Km_10015,757484619,2022-08-20,-0.08542651837596227
427,Km_10015,757484619,2022-08-30,0.022432540232435932
428,Km_10015,757484619,2022-09-09,0.09472972686807854
429,Km_10015,757484619,2022-09-19,0.09320137340880963
430,Km_10015,757484619,2022-09-29,0.08948097952321508
431,Km_10015,757484619,2022-10-09,0.062244993004172154
432,Km_10015,757484619,2022-10-19,-0.025106524364249216
433,Km_10015,757484619,2022-10-29,-0.1422221463372382
434,Km_10015,757484619,2022-11-08,-0.22981944615228414
435,Km_10015,757484619,2022-11-18,-0.2753672701749946
436,Km_10015,757484619,2022-11-28,-0.29968100131202585
437,Km_10015,757484619,2022-12-08,-0.30873648454789426
438,Km_10015,757484619,2022-12-18,-0.3062629235047616
439,Km_10015,757484619,2022-12-28,-0.29571172647515986
440,Km_10015,757484619,2023-01-07,-0.2872765174901652
441,Km_10015,757484619,2023-01-17,-0.2788413085051705
442,Km_10015,757484619,2023-01-27,-0.27184495168600475
443,Km_10015,757484619,2023-02-06,-0.26697406116630323
444,Km_10015,757484619,2023-02-16,-0.2248075275689408
445,Km_10015,757484619,2023-02-26,-0.11016856529021143
446,Km_10015,757484619,2023-03-08,-0.002083901345934969
447,Km_10015,757484619,2023-03-18,0.03650441505698284
448,Km_10015,757484619,2023-03-28,0.022436645751588876
449,Km_10015,757484619,2023-04-07,0.02422675019571738
450,Km_10015,757484619,2023-04-17,0.030137997649771008
451,Km_10015,757484619,2023-04-27,0.03422734636708878
452,Km_10015,757484619,2023-05-07,0.029504266004333903
453,Km_10015,757484619,2023-05-17,0.01898103462491859
454,Km_10015,757484619,2023-05-27,0.030009301331193384
455,Km_10015,757484619,2023-06-06,-0.00641409214340494
456,Km_10015,757484619,2023-06-16,-0.09961072143549275
457,Km_10015,757484619,2023-06-26,-0.19262893607157064
458,Km_10015,757484619,2023-07-06,-0.21381584837633383
459,Km_10015,757484619,2023-07-16,-0.2131771305590251
460,Km_10015,757484619,2023-07-26,-0.21926190236443782
461,Km_10015,757484619,2023-08-05,-0.22758147862321637
462,Km_10015,757484619,2023-08-15,-0.22472703261516547
463,Km_10015,757484619,2023-08-25,-0.21442323842922836
464,Km_10015,814618023,2022-02-01,-0.09993261330073269
465,Km_10015,814618023,2022-02-11,-0.13864419553750176
466,Km_10015,814618023,2022-02-21,-0.15695089033587029
467,Km_10015,814618023,2022-03-03,-0.1644150778684195
468,Km_10015,814618023,2022-03-13,-0.12132139513259045
469,Km_10015,814618023,2022-03-23,-0.08402780776478302
470,Km_10015,814618023,2022-04-02,-0.11793361989308382
471,Km_10015,814618023,2022-04-12,-0.21261765274108554
472,Km_10015,814618023,2022-04-22,-0.2519009879792917
473,Km_10015,814618023,2022-05-02,-0.2680240743048541
474,Km_10015,814618023,2022-05-12,-0.19448427329105658
475,Km_10015,814618023,2022-05-22,-0.13969457711066446
476,Km_10015,814618023,2022-06-01,-0.1695184145338462
477,Km_10015,814618023,2022-06-11,-0.17639833376753264
478,Km_10015,814618023,2022-06-21,-0.15536993368458119
479,Km_10015,814618023,2022-07-01,-0.15840447011271006
480,Km_10015,814618023,2022-07-11,-0.14657842259628454
481,Km_10015,814618023,2022-07-21,-0.052178854814696356
482,Km_10015,814618023,2022-07-31,0.0012087194029777712
483,Km_10015,814618023,2022-08-10,-0.03748253997076331
484,Km_10015,814618023,2022-08-20,0.011882707987492198
485,Km_10015,814618023,2022-08-30,0.04640132657567901
486,Km_10015,814618023,2022-09-09,0.015740850377196
487,Km_10015,814618023,2022-09-19,-0.11445160592940616
488,Km_10015,814618023,2022-09-29,-0.14263660754299412
489,Km_10015,814618023,2022-10-09,-0.13813540946592798
490,Km_10015,814618023,2022-10-19,-0.12999269897115123
491,Km_10015,814618023,2022-10-29,-0.17942039271334356
492,Km_10015,814618023,2022-11-08,-0.1931937071498855
493,Km_10015,814618023,2022-11-18,-0.2224973803356355
494,Km_10015,814618023,2022-11-28,-0.24148057910851284
495,Km_10015,814618023,2022-12-08,-0.2457029174593968
496,Km_10015,814618023,2022-12-18,-0.24153187428531986
497,Km_10015,814618023,2022-12-28,-0.2313762531111652
498,Km_10015,814618023,2023-01-07,-0.22278833014987817
499,Km_10015,814618023,2023-01-17,-0.21420040718859115
